# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE               BB               phiphi           Tphi             Ephi             
2439 1.3862698221e-11 4.2948398978e-13 -4.7951397955e-13 4.7443589110e-15 1.8273235846e-16 2.1566393129e-17 -1.7689241347e-18
2440 1.3823557174e-11 4.2951218566e-13 -4.7546366691e-13 4.7388960654e-15 1.8241636869e-16 2.1705799818e-17 -1.8047708418e-18
2441 1.3784356068e-11 4.2956524510e-13 -4.7150697774e-13 4.7334319079e-15 1.8210103572e-16 2.1846844758e-17 -1.8400825770e-18
2442 1.3745101327e-11 4.2964255882e-13 -4.6764427677e-13 4.7279665614e-15 1.8178635805e-16 2.1989411371e-17 -1.8748721837e-18
2443 1.3705799399e-11 4.2974351541e-13 -4.6387592936e-13 4.7225001497e-15 1.8147233414e-16 2.2133382683e-17 -1.9091525504e-18
2444 1.3666456750e-11 4.2986750129e-13 -4.6020230146e-13 4.7170327964e-15 1.8115896249e-16 2.2278641331e-17 -1.9429366115e-18
2445 1.3627079870e-11 4.3001390074e-13 -4.5662375962e-13 4.7115646259e-15 1.8084624153e-16 2.2425069562e-17 -1.9762373469e-18
2446 1.3587675267e-11 4.3018209590e-13 -4.5314067100e-13 4.7060957628e-15 1.8053416974e-16 2.2572549228e-17 -2.0090677822e-18
2447 1.3548249474e-11 4.3037146674e-13 -4.4975340334e-13 4.7006263319e-15 1.8022274554e-16 2.2720961789e-17 -2.0414409887e-18
2448 1.3508809041e-11 4.3058139105e-13 -4.4646232502e-13 4.6951564586e-15 1.7991196735e-16 2.2870188313e-17 -2.0733700835e-18
2449 1.3469360542e-11 4.3081124450e-13 -4.4326780499e-13 4.6896862685e-15 1.7960183360e-16 2.3020109474e-17 -2.1048682296e-18
2450 1.3429910573e-11 4.3106040057e-13 -4.4017021282e-13 4.6842158877e-15 1.7929234269e-16 2.3170605552e-17 -2.1359486357e-18
2451 1.3390465748e-11 4.3132823058e-13 -4.3716991869e-13 4.6787454425e-15 1.7898349299e-16 2.3321556434e-17 -2.1666245566e-18
2452 1.3351032705e-11 4.3161410369e-13 -4.3426729337e-13 4.6732750598e-15 1.7867528291e-16 2.3472841611e-17 -2.1969092929e-18
2453 1.3311618103e-11 4.3191738687e-13 -4.3146270825e-13 4.6678048666e-15 1.7836771079e-16 2.3624340179e-17 -2.2268161913e-18
2454 1.3272228621e-11 4.3223744495e-13 -4.2875653531e-13 4.6623349903e-15 1.7806077499e-16 2.3775930840e-17 -2.2563586446e-18
2455 1.3232870960e-11 4.3257364056e-13 -4.2614914714e-13 4.6568655590e-15 1.7775447387e-16 2.3927491899e-17 -2.2855500917e-18
2456 1.3193551844e-11 4.3292533416e-13 -4.2364091696e-13 4.6513967006e-15 1.7744880574e-16 2.4078901265e-17 -2.3144040175e-18
2457 1.3154278016e-11 4.3329188403e-13 -4.2123221855e-13 4.6459285439e-15 1.7714376894e-16 2.4230036450e-17 -2.3429339533e-18
2458 1.3115056242e-11 4.3367264628e-13 -4.1892342635e-13 4.6404612178e-15 1.7683936176e-16 2.4380774570e-17 -2.3711534766e-18
2459 1.3075893308e-11 4.3406697481e-13 -4.1671491536e-13 4.6349948515e-15 1.7653558251e-16 2.4530992344e-17 -2.3990762112e-18
2460 1.3036796023e-11 4.3447422137e-13 -4.1460706122e-13 4.6295295747e-15 1.7623242946e-16 2.4680566091e-17 -2.4267158271e-18
2461 1.2997770942e-11 4.3489374405e-13 -4.1260007600e-13 4.6240655187e-15 1.7592990097e-16 2.4829392343e-17 -2.4540843991e-18
2462 1.2958823540e-11 4.3532493305e-13 -4.1069351461e-13 4.6186028202e-15 1.7562799560e-16 2.4977449802e-17 -2.4811874704e-18
2463 1.2919959033e-11 4.3576718509e-13 -4.0888676544e-13 4.6131416176e-15 1.7532671200e-16 2.5124737753e-17 -2.5080289596e-18
2464 1.2881182655e-11 4.3621989483e-13 -4.0717921431e-13 4.6076820496e-15 1.7502604879e-16 2.5271255479e-17 -2.5346127995e-18
2465 1.2842499655e-11 4.3668245495e-13 -4.0557024443e-13 4.6022242554e-15 1.7472600460e-16 2.5417002269e-17 -2.5609429377e-18
2466 1.2803915297e-11 4.3715425606e-13 -4.0405923640e-13 4.5967683745e-15 1.7442657803e-16 2.5561977415e-17 -2.5870233362e-18
2467 1.2765434864e-11 4.3763468675e-13 -4.0264556824e-13 4.5913145469e-15 1.7412776768e-16 2.5706180212e-17 -2.6128579714e-18
2468 1.2727063654e-11 4.3812313358e-13 -4.0132861532e-13 4.5858629128e-15 1.7382957213e-16 2.5849609958e-17 -2.6384508344e-18
2469 1.2688806980e-11 4.3861898106e-13 -4.0010775044e-13 4.5804136131e-15 1.7353198996e-16 2.5992265953e-17 -2.6638059307e-18
2470 1.2650670172e-11 4.3912161167e-13 -3.9898234375e-13 4.5749667888e-15 1.7323501972e-16 2.6134147502e-17 -2.6889272806e-18
2471 1.2612658579e-11 4.3963040585e-13 -3.9795176282e-13 4.5695225813e-15 1.7293865998e-16 2.6275253912e-17 -2.7138189186e-18
2472 1.2574777562e-11 4.4014474197e-13 -3.9701537257e-13 4.5640811327e-15 1.7264290928e-16 2.6415584494e-17 -2.7384848942e-18
2473 1.2537032500e-11 4.4066399640e-13 -3.9617253532e-13 4.5586425852e-15 1.7234776615e-16 2.6555138561e-17 -2.7629292712e-18
2474 1.2499428790e-11 4.4118754341e-13 -3.9542261074e-13 4.5532070814e-15 1.7205322910e-16 2.6693915430e-17 -2.7871561282e-18
2475 1.2461971844e-11 4.4171475526e-13 -3.9476495589e-13 4.5477747645e-15 1.7175929665e-16 2.6831914420e-17 -2.8111695583e-18
2476 1.2424667090e-11 4.4224500214e-13 -3.9419892520e-13 4.5423457780e-15 1.7146596730e-16 2.6969134856e-17 -2.8349736695e-18
2477 1.2387519973e-11 4.4277765218e-13 -3.9372387045e-13 4.5369202657e-15 1.7117323953e-16 2.7105576063e-17 -2.8585725842e-18
2478 1.2350535954e-11 4.4331207148e-13 -3.9333914081e-13 4.5314983719e-15 1.7088111183e-16 2.7241237371e-17 -2.8819704397e-18
2479 1.2313720510e-11 4.4384762404e-13 -3.9304408277e-13 4.5260802412e-15 1.7058958266e-16 2.7376118112e-17 -2.9051713878e-18
2480 1.2277079137e-11 4.4438367183e-13 -3.9283804022e-13 4.5206660188e-15 1.7029865047e-16 2.7510217622e-17 -2.9281795952e-18
2481 1.2240617344e-11 4.4491957476e-13 -3.9272035439e-13 4.5152558500e-15 1.7000831372e-16 2.7643535241e-17 -2.9509992432e-18
2482 1.2204340659e-11 4.4545469065e-13 -3.9269036384e-13 4.5098498808e-15 1.6971857083e-16 2.7776070310e-17 -2.9736345278e-18
2483 1.2168254625e-11 4.4598837527e-13 -3.9274740450e-13 4.5044482573e-15 1.6942942023e-16 2.7907822175e-17 -2.9960896601e-18
2484 1.2132364802e-11 4.4651998232e-13 -3.9289080966e-13 4.4990511263e-15 1.6914086034e-16 2.8038790185e-17 -3.0183688656e-18
2485 1.2096676767e-11 4.4704886342e-13 -3.9311990992e-13 4.4936586349e-15 1.6885288954e-16 2.8168973691e-17 -3.0404763847e-18
2486 1.2061195670e-11 4.4757439910e-13 -3.9343393029e-13 4.4882709257e-15 1.6856550630e-16 2.8298367126e-17 -3.0624128116e-18
2487 1.2025924901e-11 4.4809609181e-13 -3.9383168062e-13 4.4828881234e-15 1.6827870929e-16 2.8426945199e-17 -3.0841640879e-18
2488 1.1990867417e-11 4.4861347346e-13 -3.9431186333e-13 4.4775103484e-15 1.6799249724e-16 2.8554677613e-17 -3.1057124439e-18
2489 1.1956026181e-11 4.4912607447e-13 -3.9487317617e-13 4.4721377212e-15 1.6770686888e-16 2.8681533979e-17 -3.1270400542e-18
2490 1.1921404165e-11 4.4963342377e-13 -3.9551431224e-13 4.4667703627e-15 1.6742182290e-16 2.8807483815e-17 -3.1481290373e-18
2491 1.1887004350e-11 4.5013504882e-13 -3.9623395996e-13 4.4614083941e-15 1.6713735802e-16 2.8932496549e-17 -3.1689614556e-18
2492 1.1852829724e-11 4.5063047559e-13 -3.9703080307e-13 4.4560519371e-15 1.6685347292e-16 2.9056541514e-17 -3.1895193156e-18
2493 1.1818883282e-11 4.5111922855e-13 -3.9790352066e-13 4.4507011133e-15 1.6657016628e-16 2.9179587953e-17 -3.2097845674e-18
2494 1.1785168030e-11 4.5160083070e-13 -3.9885078710e-13 4.4453560450e-15 1.6628743678e-16 2.9301605015e-17 -3.2297391050e-18
2495 1.1751686979e-11 4.5207480355e-13 -3.9987127210e-13 4.4400168547e-15 1.6600528307e-16 2.9422561758e-17 -3.2493647663e-18
2496 1.1718443150e-11 4.5254066709e-13 -4.0096364067e-13 4.4346836650e-15 1.6572370380e-16 2.9542427145e-17 -3.2686433326e-18
2497 1.1685439572e-11 4.5299793986e-13 -4.0212655312e-13 4.4293565992e-15 1.6544269762e-16 2.9661170049e-17 -3.2875565290e-18
2498 1.1652679281e-11 4.5344613887e-13 -4.0335866505e-13 4.4240357806e-15 1.6516226316e-16 2.9778759249e-17 -3.3060860241e-18
2499 1.1620165321e-11 4.5388477966e-13 -4.0465862738e-13 4.4187213329e-15 1.6488239903e-16 2.9895163431e-17 -3.3242134299e-18
2500 1.1587900746e-11 4.5431337625e-13 -4.0602508628e-13 4.4134133802e-15 1.6460310386e-16 3.0010351188e-17 -3.3419203021e-18
2501 1.1555888616e-11 4.5473144119e-13 -4.0745668323e-13 4.4081120469e-15 1.6432437623e-16 3.0124291021e-17 -3.3591881397e-18
2502 1.1524132001e-11 4.5513848549e-13 -4.0895205499e-13 4.4028174575e-15 1.6404621474e-16 3.0236951337e-17 -3.3759983849e-18
2503 1.1492633977e-11 4.5553401870e-13 -4.1050983358e-13 4.3975297370e-15 1.6376861797e-16 3.0348300450e-17 -3.3923324234e-18
2504 1.1461397630e-11 4.5591754884e-13 -4.1212864628e-13 4.3922490108e-15 1.6349158450e-16 3.0458306579e-17 -3.4081715840e-18
2505 1.1430426053e-11 4.5628858243e-13 -4.1380711566e-13 4.3869754044e-15 1.6321511288e-16 3.0566937854e-17 -3.4234971386e-18
2506 1.1399722348e-11 4.5664662450e-13 -4.1554385953e-13 4.3817090438e-15 1.6293920166e-16 3.0674162306e-17 -3.4382903026e-18
2507 1.1369289624e-11 4.5699117855e-13 -4.1733749097e-13 4.3764500552e-15 1.6266384939e-16 3.0779947876e-17 -3.4525322339e-18
2508 1.1339131000e-11 4.5732174658e-13 -4.1918661829e-13 4.3711985651e-15 1.6238905460e-16 3.0884262412e-17 -3.4662040338e-18
2509 1.1309249601e-11 4.5763782909e-13 -4.2108984506e-13 4.3659547005e-15 1.6211481580e-16 3.0987073664e-17 -3.4792867466e-18
2510 1.1279648561e-11 4.5793892505e-13 -4.2304577007e-13 4.3607185884e-15 1.6184113151e-16 3.1088349293e-17 -3.4917613591e-18
2511 1.1250330544e-11 4.5822457488e-13 -4.2505295891e-13 4.3554903480e-15 1.6156800029e-16 3.1188065105e-17 -3.5036097005e-18
2512 1.1221296296e-11 4.5849448960e-13 -4.2710985834e-13 4.3502700641e-15 1.6129542089e-16 3.1286229836e-17 -3.5148171447e-18
2513 1.1192546085e-11 4.5874842242e-13 -4.2921488140e-13 4.3450578137e-15 1.6102339215e-16 3.1382860514e-17 -3.5253699231e-18
2514 1.1164080175e-11 4.5898612583e-13 -4.3136643578e-13 4.3398536734e-15 1.6075191285e-16 3.1477974230e-17 -3.5352542273e-18
2515 1.1135898833e-11 4.5920735166e-13 -4.3356292387e-13 4.3346577205e-15 1.6048098181e-16 3.1571588140e-17 -3.5444562086e-18
2516 1.1108002321e-11 4.5941185103e-13 -4.3580274271e-13 4.3294700320e-15 1.6021059779e-16 3.1663719463e-17 -3.5529619779e-18
2517 1.1080390904e-11 4.5959937435e-13 -4.3808428400e-13 4.3242906852e-15 1.5994075959e-16 3.1754385482e-17 -3.5607576062e-18
2518 1.1053064843e-11 4.5976967135e-13 -4.4040593408e-13 4.3191197578e-15 1.5967146597e-16 3.1843603544e-17 -3.5678291240e-18
2519 1.1026024400e-11 4.5992249105e-13 -4.4276607397e-13 4.3139573272e-15 1.5940271569e-16 3.1931391058e-17 -3.5741625216e-18
2520 1.0999269834e-11 4.6005758177e-13 -4.4516307930e-13 4.3088034714e-15 1.5913450750e-16 3.2017765500e-17 -3.5797437490e-18
2521 1.0972801404e-11 4.6017469113e-13 -4.4759532037e-13 4.3036582683e-15 1.5886684014e-16 3.2102744407e-17 -3.5845587156e-18
2522 1.0946619368e-11 4.6027356607e-13 -4.5006116208e-13 4.2985217959e-15 1.5859971234e-16 3.2186345383e-17 -3.5885932906e-18
2523 1.0920723984e-11 4.6035395278e-13 -4.5255896399e-13 4.2933941326e-15 1.5833312283e-16 3.2268586095e-17 -3.5918333026e-18
2524 1.0895115508e-11 4.6041559681e-13 -4.5508708024e-13 4.2882753568e-15 1.5806707033e-16 3.2349484272e-17 -3.5942645399e-18
2525 1.0869794194e-11 4.6045824296e-13 -4.5764385962e-13 4.2831655470e-15 1.5780155353e-16 3.2429057711e-17 -3.5958727499e-18
2526 1.0844760297e-11 4.6048163534e-13 -4.6022764553e-13 4.2780647819e-15 1.5753657113e-16 3.2507324272e-17 -3.5966436398e-18
2527 1.0820014070e-11 4.6048551736e-13 -4.6283677596e-13 4.2729731405e-15 1.5727212181e-16 3.2584301877e-17 -3.5965628760e-18
2528 1.0795555765e-11 4.6046963173e-13 -4.6546958350e-13 4.2678907019e-15 1.5700820426e-16 3.2660008517e-17 -3.5956160841e-18
2529 1.0771385633e-11 4.6043372044e-13 -4.6812439535e-13 4.2628175451e-15 1.5674481714e-16 3.2734462243e-17 -3.5937888494e-18
2530 1.0747503924e-11 4.6037752478e-13 -4.7079953328e-13 4.2577537495e-15 1.5648195912e-16 3.2807681174e-17 -3.5910667161e-18
2531 1.0723910887e-11 4.6030078534e-13 -4.7349331366e-13 4.2526993947e-15 1.5621962883e-16 3.2879683492e-17 -3.5874351877e-18
2532 1.0700606770e-11 4.6020324199e-13 -4.7620404743e-13 4.2476545604e-15 1.5595782492e-16 3.2950487445e-17 -3.5828797271e-18
2533 1.0677591821e-11 4.6008463391e-13 -4.7893004011e-13 4.2426193262e-15 1.5569654602e-16 3.3020111343e-17 -3.5773857561e-18
2534 1.0654866284e-11 4.5994469956e-13 -4.8166959178e-13 4.2375937723e-15 1.5543579076e-16 3.3088573566e-17 -3.5709386557e-18
2535 1.0632430406e-11 4.5978317667e-13 -4.8442099708e-13 4.2325779788e-15 1.5517555773e-16 3.3155892553e-17 -3.5635237660e-18
2536 1.0610284034e-11 4.5959984582e-13 -4.8718258794e-13 4.2275720161e-15 1.5491584561e-16 3.3222080329e-17 -3.5551396179e-18
2537 1.0588425426e-11 4.5939466116e-13 -4.8995286207e-13 4.2225759154e-15 1.5465665323e-16 3.3287123010e-17 -3.5458377116e-18
2538 1.0566852435e-11 4.5916762043e-13 -4.9273035516e-13 4.2175896981e-15 1.5439797950e-16 3.3351000180e-17 -3.5356829676e-18
2539 1.0545562909e-11 4.5891872145e-13 -4.9551359829e-13 4.2126133857e-15 1.5413982329e-16 3.3413691366e-17 -3.5247405162e-18
2540 1.0524554682e-11 4.5864796219e-13 -4.9830111784e-13 4.2076469994e-15 1.5388218348e-16 3.3475176038e-17 -3.5130756976e-18
2541 1.0503825584e-11 4.5835534070e-13 -5.0109143559e-13 4.2026905606e-15 1.5362505895e-16 3.3535433608e-17 -3.5007540621e-18
2542 1.0483373434e-11 4.5804085517e-13 -5.0388306859e-13 4.1977440905e-15 1.5336844855e-16 3.3594443429e-17 -3.4878413703e-18
2543 1.0463196044e-11 4.5770450388e-13 -5.0667452929e-13 4.1928076104e-15 1.5311235113e-16 3.3652184798e-17 -3.4744035935e-18
2544 1.0443291215e-11 4.5734628523e-13 -5.0946432542e-13 4.1878811415e-15 1.5285676554e-16 3.3708636953e-17 -3.4605069135e-18
2545 1.0423656743e-11 4.5696619775e-13 -5.1225096005e-13 4.1829647050e-15 1.5260169061e-16 3.3763779073e-17 -3.4462177232e-18
2546 1.0404290412e-11 4.5656424007e-13 -5.1503293156e-13 4.1780583220e-15 1.5234712516e-16 3.3817590281e-17 -3.4316026267e-18
2547 1.0385190000e-11 4.5614041092e-13 -5.1780873367e-13 4.1731620136e-15 1.5209306802e-16 3.3870049641e-17 -3.4167284395e-18
2548 1.0366353273e-11 4.5569470917e-13 -5.2057685537e-13 4.1682758011e-15 1.5183951799e-16 3.3921136159e-17 -3.4016621884e-18
2549 1.0347777993e-11 4.5522713379e-13 -5.2333578099e-13 4.1633997053e-15 1.5158647388e-16 3.3970828783e-17 -3.3864711124e-18
2550 1.0329461910e-11 4.5473768387e-13 -5.2608399014e-13 4.1585337474e-15 1.5133393447e-16 3.4019106401e-17 -3.3712226621e-18
2551 1.0311402765e-11 4.5422635860e-13 -5.2881995773e-13 4.1536779485e-15 1.5108189855e-16 3.4065947845e-17 -3.3559845006e-18
2552 1.0293598294e-11 4.5369315731e-13 -5.3154215397e-13 4.1488323293e-15 1.5083036490e-16 3.4111331888e-17 -3.3408245032e-18
2553 1.0276046220e-11 4.5313807942e-13 -5.3424904434e-13 4.1439969110e-15 1.5057933228e-16 3.4155237244e-17 -3.3258107581e-18
2554 1.0258744260e-11 4.5256112449e-13 -5.3693908961e-13 4.1391717143e-15 1.5032879945e-16 3.4197642569e-17 -3.3110115660e-18
2555 1.0241690122e-11 4.5196229216e-13 -5.3961074584e-13 4.1343567603e-15 1.5007876517e-16 3.4238526459e-17 -3.2964954409e-18
2556 1.0224881504e-11 4.5134158222e-13 -5.4226246434e-13 4.1295520697e-15 1.4982922816e-16 3.4277867455e-17 -3.2823311098e-18
2557 1.0208316097e-11 4.5069899455e-13 -5.4489269170e-13 4.1247576634e-15 1.4958018716e-16 3.4315644036e-17 -3.2685875135e-18
2558 1.0191991583e-11 4.5003452917e-13 -5.4749986978e-13 4.1199735622e-15 1.4933164091e-16 3.4351834622e-17 -3.2553338060e-18
2559 1.0175905633e-11 4.4934818619e-13 -5.5008243569e-13 4.1151997868e-15 1.4908358811e-16 3.4386417578e-17 -3.2426393556e-18
2560 1.0160055913e-11 4.4863996586e-13 -5.5263882179e-13 4.1104363580e-15 1.4883602746e-16 3.4419371207e-17 -3.2305737444e-18
2561 1.0144439848e-11 4.4790990268e-13 -5.5516754979e-13 4.1056832878e-15 1.4858895773e-16 3.4450678161e-17 -3.2191848808e-18
2562 1.0129053938e-11 4.4715816816e-13 -5.5766751356e-13 4.1009405538e-15 1.4834237782e-16 3.4480338692e-17 -3.2084331984e-18
2563 1.0113894439e-11 4.4638496865e-13 -5.6013769795e-13 4.0962081248e-15 1.4809628672e-16 3.4508357475e-17 -3.1982570812e-18
2564 1.0098957597e-11 4.4559051128e-13 -5.6257708478e-13 4.0914859691e-15 1.4785068337e-16 3.4534739210e-17 -3.1885947174e-18
2565 1.0084239642e-11 4.4477500393e-13 -5.6498465288e-13 4.0867740552e-15 1.4760556674e-16 3.4559488620e-17 -3.1793840988e-18
2566 1.0069736792e-11 4.4393865524e-13 -5.6735937808e-13 4.0820723513e-15 1.4736093576e-16 3.4582610451e-17 -3.1705630213e-18
2567 1.0055445252e-11 4.4308167459e-13 -5.6970023319e-13 4.0773808253e-15 1.4711678937e-16 3.4604109475e-17 -3.1620690841e-18
2568 1.0041361215e-11 4.4220427216e-13 -5.7200618803e-13 4.0726994449e-15 1.4687312649e-16 3.4623990487e-17 -3.1538396897e-18
2569 1.0027480859e-11 4.4130665886e-13 -5.7427620940e-13 4.0680281778e-15 1.4662994606e-16 3.4642258303e-17 -3.1458120440e-18
2570 1.0013800349e-11 4.4038904637e-13 -5.7650926108e-13 4.0633669912e-15 1.4638724698e-16 3.4658917767e-17 -3.1379231556e-18
2571 1.0000315838e-11 4.3945164713e-13 -5.7870430382e-13 4.0587158525e-15 1.4614502815e-16 3.4673973744e-17 -3.1301098360e-18
2572 9.9870234656e-12 4.3849467436e-13 -5.8086029538e-13 4.0540747285e-15 1.4590328847e-16 3.4687431125e-17 -3.1223086992e-18
2573 9.9739193573e-12 4.3751834203e-13 -5.8297619048e-13 4.0494435860e-15 1.4566202684e-16 3.4699294823e-17 -3.1144561617e-18
2574 9.9609996263e-12 4.3652286487e-13 -5.8505094080e-13 4.0448223918e-15 1.4542124213e-16 3.4709569776e-17 -3.1064884419e-18
2575 9.9482603722e-12 4.3550845840e-13 -5.8708349502e-13 4.0402111120e-15 1.4518093322e-16 3.4718260946e-17 -3.0983415607e-18
2576 9.9356976815e-12 4.3447533887e-13 -5.8907279875e-13 4.0356097131e-15 1.4494109896e-16 3.4725373319e-17 -3.0899513402e-18
2577 9.9233076275e-12 4.3342372334e-13 -5.9101779460e-13 4.0310181609e-15 1.4470173823e-16 3.4730911906e-17 -3.0812534045e-18
2578 9.9110862701e-12 4.3235382960e-13 -5.9291742212e-13 4.0264364213e-15 1.4446284987e-16 3.4734881738e-17 -3.0721831791e-18
2579 9.8990296561e-12 4.3126587623e-13 -5.9477061783e-13 4.0218644598e-15 1.4422443272e-16 3.4737287876e-17 -3.0626758906e-18
2580 9.8871338189e-12 4.3016008259e-13 -5.9657631520e-13 4.0173022420e-15 1.4398648561e-16 3.4738135401e-17 -3.0526665666e-18
2581 9.8753947787e-12 4.2903666878e-13 -5.9833344465e-13 4.0127497331e-15 1.4374900738e-16 3.4737429419e-17 -3.0420900358e-18
2582 9.8638085425e-12 4.2789585569e-13 -6.0004093356e-13 4.0082068980e-15 1.4351199683e-16 3.4735175062e-17 -3.0308809271e-18
2583 9.8523711037e-12 4.2673786499e-13 -6.0169770626e-13 4.0036737016e-15 1.4327545279e-16 3.4731377483e-17 -3.0189736704e-18
2584 9.8410784426e-12 4.2556291911e-13 -6.0330268400e-13 3.9991501086e-15 1.4303937405e-16 3.4726041861e-17 -3.0063024954e-18
2585 9.8299265261e-12 4.2437124125e-13 -6.0485478501e-13 3.9946360833e-15 1.4280375940e-16 3.4719173401e-17 -2.9928014322e-18
2586 9.8189112769e-12 4.2316307378e-13 -6.0635304007e-13 3.9901315844e-15 1.4256860769e-16 3.4710783157e-17 -2.9784211842e-18
2587 9.8080284813e-12 4.2193873343e-13 -6.0779694025e-13 3.9856365483e-15 1.4233391790e-16 3.4700905560e-17 -2.9631798536e-18
2588 9.7972738805e-12 4.2069855643e-13 -6.0918609116e-13 3.9811509054e-15 1.4209968907e-16 3.4689580993e-17 -2.9471125031e-18
2589 9.7866432021e-12 4.1944288009e-13 -6.1052009750e-13 3.9766745858e-15 1.4186592023e-16 3.4676849971e-17 -2.9302543080e-18
2590 9.7761321596e-12 4.1817204288e-13 -6.1179856302e-13 3.9722075193e-15 1.4163261041e-16 3.4662753142e-17 -2.9126405571e-18
2591 9.7657364524e-12 4.1688638436e-13 -6.1302109059e-13 3.9677496356e-15 1.4139975860e-16 3.4647331286e-17 -2.8943066519e-18
2592 9.7554517660e-12 4.1558624521e-13 -6.1418728212e-13 3.9633008637e-15 1.4116736383e-16 3.4630625319e-17 -2.8752881074e-18
2593 9.7452737718e-12 4.1427196727e-13 -6.1529673863e-13 3.9588611327e-15 1.4093542509e-16 3.4612676285e-17 -2.8556205520e-18
2594 9.7351981274e-12 4.1294389345e-13 -6.1634906019e-13 3.9544303712e-15 1.4070394137e-16 3.4593525368e-17 -2.8353397274e-18
2595 9.7252204762e-12 4.1160236784e-13 -6.1734384596e-13 3.9500085074e-15 1.4047291166e-16 3.4573213880e-17 -2.8144814891e-18
2596 9.7153364473e-12 4.1024773561e-13 -6.1828069416e-13 3.9455954695e-15 1.4024233494e-16 3.4551783269e-17 -2.7930818062e-18
2597 9.7055416562e-12 4.0888034308e-13 -6.1915920209e-13 3.9411911851e-15 1.4001221017e-16 3.4529275116e-17 -2.7711767615e-18
2598 9.6958317039e-12 4.0750053771e-13 -6.1997896614e-13 3.9367955817e-15 1.3978253632e-16 3.4505731137e-17 -2.7488025519e-18
2599 9.6862021775e-12 4.0610866806e-13 -6.2073958175e-13 3.9324085862e-15 1.3955331235e-16 3.4481193181e-17 -2.7259954882e-18
2600 9.6766486501e-12 4.0470508383e-13 -6.2144064343e-13 3.9280301257e-15 1.3932453720e-16 3.4455703231e-17 -2.7027919955e-18
2601 9.6671666803e-12 4.0329013588e-13 -6.2208174478e-13 3.9236601264e-15 1.3909620982e-16 3.4429303404e-17 -2.6792286131e-18
2602 9.6577518129e-12 4.0186417616e-13 -6.2266247845e-13 3.9192985147e-15 1.3886832914e-16 3.4402035954e-17 -2.6553419944e-18
2603 9.6483995784e-12 4.0042755777e-13 -6.2318243617e-13 3.9149452164e-15 1.3864089408e-16 3.4373943266e-17 -2.6311689077e-18
2604 9.6391054932e-12 3.9898063497e-13 -6.2364120874e-13 3.9106001571e-15 1.3841390357e-16 3.4345067861e-17 -2.6067462356e-18
2605 9.6298650594e-12 3.9752376311e-13 -6.2403838600e-13 3.9062632621e-15 1.3818735653e-16 3.4315452395e-17 -2.5821109755e-18
2606 9.6206737650e-12 3.9605729873e-13 -6.2437355691e-13 3.9019344562e-15 1.3796125184e-16 3.4285139659e-17 -2.5573002396e-18
2607 9.6115270838e-12 3.9458159945e-13 -6.2464630943e-13 3.8976136642e-15 1.3773558842e-16 3.4254172580e-17 -2.5323512550e-18
2608 9.6024204752e-12 3.9309702408e-13 -6.2485623065e-13 3.8933008105e-15 1.3751036516e-16 3.4222594217e-17 -2.5073013637e-18
2609 9.5933493847e-12 3.9160393254e-13 -6.2500290667e-13 3.8889958190e-15 1.3728558093e-16 3.4190447768e-17 -2.4821880231e-18
2610 9.5843092432e-12 3.9010268590e-13 -6.2508592268e-13 3.8846986134e-15 1.3706123461e-16 3.4157776564e-17 -2.4570488057e-18
2611 9.5752956159e-12 3.8859364719e-13 -6.2510497079e-13 3.8804091157e-15 1.3683732512e-16 3.4124609849e-17 -2.4319141965e-18
