# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE               BB               phiphi           Tphi             Ephi             
 180 7.1730004853e-10 1.1279028872e-13 -4.9621989782e-12 1.5332190147e-15 2.1085357784e-12 4.2145716396e-13 -1.8780110696e-15
 181 7.2048944382e-10 1.1133600285e-13 -4.8607632151e-12 1.5522823211e-15 2.0743572126e-12 4.1599334853e-13 -1.8205481105e-15
 182 7.2361456547e-10 1.0990153625e-13 -4.7555628507e-12 1.5714814405e-15 2.0408868800e-12 4.1064534460e-13 -1.7635630225e-15
 183 7.2667431262e-10 1.0849092018e-13 -4.6466427927e-12 1.5908155947e-15 2.0081085372e-12 4.0540803461e-13 -1.7073009328e-15
 184 7.2966757726e-10 1.0710830508e-13 -4.5340518173e-12 1.6102839586e-15 1.9760036879e-12 4.0027581849e-13 -1.6520160451e-15
 185 7.3259327711e-10 1.0575792198e-13 -4.4178360835e-12 1.6298856578e-15 1.9445532820e-12 3.9524193601e-13 -1.5978717164e-15
 186 7.3545045751e-10 1.0444396079e-13 -4.2980190016e-12 1.6496197618e-15 1.9137430446e-12 3.9029639211e-13 -1.5446318082e-15
 187 7.3823819728e-10 1.0317068501e-13 -4.1746199103e-12 1.6694852891e-15 1.8835584841e-12 3.8542785509e-13 -1.4919456120e-15
 188 7.4095557642e-10 1.0194247184e-13 -4.0476605095e-12 1.6894812084e-15 1.8539831570e-12 3.8062430134e-13 -1.4394455043e-15
 189 7.4360167622e-10 1.0076376039e-13 -3.9171651170e-12 1.7096064377e-15 1.8250001607e-12 3.7587459664e-13 -1.3868101786e-15
 190 7.4617557917e-10 9.9638889671e-14 -3.7831613905e-12 1.7298598442e-15 1.7965968089e-12 3.7117339534e-13 -1.3339601861e-15
 191 7.4867636912e-10 9.8572250440e-14 -3.6456797233e-12 1.7502402431e-15 1.7687602470e-12 3.6651659325e-13 -1.2808767945e-15
 192 7.5110313121e-10 9.7568337987e-14 -3.5047530587e-12 1.7707463975e-15 1.7414759286e-12 3.6189976423e-13 -1.2275398291e-15
 193 7.5345498015e-10 9.6631730858e-14 -3.3604181205e-12 1.7913770190e-15 1.7147288616e-12 3.5732115876e-13 -1.1740077709e-15
 194 7.5573114720e-10 9.5767023384e-14 -3.2127191358e-12 1.8121307727e-15 1.6885075087e-12 3.5279095866e-13 -1.1206647398e-15
 195 7.5793089973e-10 9.4978889961e-14 -3.0617044535e-12 1.8330062713e-15 1.6628001222e-12 3.4832270120e-13 -1.0679918460e-15
 196 7.6005351370e-10 9.4272107666e-14 -2.9074254096e-12 1.8540020732e-15 1.6375934715e-12 3.4393034181e-13 -1.0164889483e-15
 197 7.6209828024e-10 9.3651492494e-14 -2.7499333033e-12 1.8751166866e-15 1.6128741105e-12 3.3962469365e-13 -9.6652489419e-16
 198 7.6406452572e-10 9.3121701057e-14 -2.5892700022e-12 1.8963485825e-15 1.5886323337e-12 3.3540244792e-13 -9.1787558902e-16
 199 7.6595159341e-10 9.2687416107e-14 -2.4254767237e-12 1.9176961816e-15 1.5648584617e-12 3.3125636144e-13 -8.7015268404e-16
 200 7.6775883724e-10 9.2353410556e-14 -2.2585970626e-12 1.9391578486e-15 1.5415415546e-12 3.2717874327e-13 -8.2295031910e-16
 201 7.6948562197e-10 9.2124548153e-14 -2.0886770186e-12 1.9607318921e-15 1.5186693919e-12 3.2316144827e-13 -7.7584489436e-16
 202 7.7113133377e-10 9.2005727126e-14 -1.9157661547e-12 1.9824165718e-15 1.4962297045e-12 3.1919734323e-13 -7.2852382805e-16
 203 7.7269541258e-10 9.2001705265e-14 -1.7399211048e-12 2.0042101237e-15 1.4742140119e-12 3.1528483493e-13 -6.8118250339e-16
 204 7.7417732233e-10 9.2117263696e-14 -1.5612023694e-12 2.0261107360e-15 1.4526140191e-12 3.1142365191e-13 -6.3415513086e-16
 205 7.7557654085e-10 9.2357263309e-14 -1.3796732388e-12 2.0481165399e-15 1.4314203709e-12 3.0761339864e-13 -5.8778844639e-16
 206 7.7689256009e-10 9.2726645263e-14 -1.1953998245e-12 2.0702256091e-15 1.4106226359e-12 3.0385355340e-13 -5.4244186050e-16
 207 7.7812489691e-10 9.3230366817e-14 -1.0084495491e-12 2.0924359712e-15 1.3902103107e-12 3.0014365663e-13 -4.9837786448e-16
 208 7.7927312634e-10 9.3873202793e-14 -8.1888643464e-13 2.1147456425e-15 1.3701759474e-12 2.9648389488e-13 -4.5542446831e-16
 209 7.8033685095e-10 9.4659931300e-14 -6.2677554726e-13 2.1371525943e-15 1.3505122111e-12 2.9287455332e-13 -4.1328959634e-16
 210 7.8131569065e-10 9.5595397514e-14 -4.3218453555e-13 2.1596547408e-15 1.3312108642e-12 2.8931582724e-13 -3.7166856807e-16
 211 7.8220928282e-10 9.6684513999e-14 -2.3518365754e-13 2.1822499387e-15 1.3122627523e-12 2.8580782048e-13 -3.3024394143e-16
 212 7.8301728978e-10 9.7932192874e-14 -3.5845186733e-14 2.2049360020e-15 1.2936586747e-12 2.8235035116e-13 -2.8877687553e-16
 213 7.8373942119e-10 9.9343136479e-14 1.6575847021e-13 2.2277107472e-15 1.2753920912e-12 2.7894235749e-13 -2.4738843969e-16
 214 7.8437541355e-10 1.0092203314e-13 3.6955296693e-13 2.2505719500e-15 1.2574565721e-12 2.7558244850e-13 -2.0629709500e-16
 215 7.8492502332e-10 1.0267362420e-13 5.7546138287e-13 2.2735173299e-15 1.2398449185e-12 2.7226909100e-13 -1.6572897582e-16
 216 7.8538802716e-10 1.0460270419e-13 7.8340419809e-13 2.2965445497e-15 1.2225491513e-12 2.6900060741e-13 -1.2591797623e-16
 217 7.8576424430e-10 1.0671403629e-13 9.9330047474e-13 2.3196512331e-15 1.2055612484e-12 2.6577523841e-13 -8.7035049217e-17
 218 7.8605360498e-10 1.0901209225e-13 1.2050715412e-12 2.3428350212e-15 1.1888754365e-12 2.6259133968e-13 -4.8970711798e-17
 219 7.8625608699e-10 1.1150129553e-13 1.4186375037e-12 2.3660935190e-15 1.1724860293e-12 2.5944719410e-13 -1.1538278789e-17
 220 7.8637169418e-10 1.1418610432e-13 1.6339160389e-12 2.3894242767e-15 1.1563866819e-12 2.5634094626e-13 2.5456738861e-17
 221 7.8640045672e-10 1.1707101149e-13 1.8508223724e-12 2.4128247895e-15 1.1405703810e-12 2.5327060044e-13 6.2216727186e-17
 222 7.8634241836e-10 1.2016049644e-13 2.0692698971e-12 2.4362925189e-15 1.1250300873e-12 2.5023414086e-13 9.8901455418e-17
 223 7.8619759671e-10 1.2345887738e-13 2.2891721208e-12 2.4598249597e-15 1.1097607268e-12 2.4722990480e-13 1.3547270110e-16
 224 7.8596602090e-10 1.2697044933e-13 2.5104408018e-12 2.4834195768e-15 1.0947573096e-12 2.4425622989e-13 1.7183972580e-16
 225 7.8564774462e-10 1.3069953117e-13 2.7329852994e-12 2.5070737828e-15 1.0800142819e-12 2.4131133245e-13 2.0790894675e-16
 226 7.8524284642e-10 1.3465046546e-13 2.9567125527e-12 2.5307849377e-15 1.0655255181e-12 2.3839330587e-13 2.4358390728e-16
 227 7.8475143321e-10 1.3882750887e-13 3.1815289438e-12 2.5545503725e-15 1.0512848515e-12 2.3550105937e-13 2.7877917767e-16
 228 7.8417365074e-10 1.4323449607e-13 3.4073460611e-12 2.5783674630e-15 1.0372877222e-12 2.3263720389e-13 3.1346309867e-16
 229 7.8350967431e-10 1.4787515416e-13 3.6340752620e-12 2.6022335597e-15 1.0235296178e-12 2.2980534616e-13 3.4761769354e-16
 230 7.8275970571e-10 1.5275320970e-13 3.8616258057e-12 2.6261459641e-15 1.0100055378e-12 2.2700916519e-13 3.8122498428e-16
 231 7.8192397352e-10 1.5787238829e-13 4.0899048367e-12 2.6501019284e-15 9.9670998573e-13 2.2425241287e-13 4.1426699436e-16
 232 7.8100274519e-10 1.6323635844e-13 4.3188179234e-12 2.6740986858e-15 9.8363749056e-13 2.2153790130e-13 4.4674638066e-16
 233 7.7999636381e-10 1.6884856042e-13 4.5482707423e-12 2.6981335453e-15 9.7078421822e-13 2.1886439425e-13 4.7874974644e-16
 234 7.7890521411e-10 1.7471236597e-13 4.7781674668e-12 2.7222038019e-15 9.5814644662e-13 2.1622952359e-13 5.1038826691e-16
 235 7.7772971112e-10 1.8083113241e-13 5.0084102069e-12 2.7463067066e-15 9.4572004154e-13 2.1363078337e-13 5.4177746192e-16
 236 7.7647030039e-10 1.8720820210e-13 5.2388989946e-12 2.7704394657e-15 9.3350045091e-13 2.1106552804e-13 5.7303724452e-16
 237 7.7512745834e-10 1.9384690187e-13 5.4695317687e-12 2.7945992404e-15 9.2148269915e-13 2.0853097078e-13 6.0429196950e-16
 238 7.7370168256e-10 2.0075044099e-13 5.7002062109e-12 2.8187831846e-15 9.0966187668e-13 2.0602467191e-13 6.3562792294e-16
 239 7.7219346163e-10 2.0792159927e-13 5.9308254097e-12 2.8429885605e-15 8.9803465318e-13 2.0354604084e-13 6.6696283267e-16
 240 7.7060330407e-10 2.1536301897e-13 6.1612925107e-12 2.8672126294e-15 8.8659784496e-13 2.0109492183e-13 6.9816854648e-16
 241 7.6893174830e-10 2.2307730379e-13 6.3915088847e-12 2.8914526141e-15 8.7534792342e-13 1.9867111118e-13 7.2911283898e-16
 242 7.6717936290e-10 2.3106701817e-13 6.6213741171e-12 2.9157056992e-15 8.6428101038e-13 1.9627435661e-13 7.5965937040e-16
 243 7.6534674692e-10 2.3933468645e-13 6.8507859962e-12 2.9399690301e-15 8.5339287344e-13 1.9390435651e-13 7.8966764535e-16
 244 7.6343453170e-10 2.4788270699e-13 7.0796422222e-12 2.9642397538e-15 8.4267932591e-13 1.9156087792e-13 8.1903483920e-16
 245 7.6144338611e-10 2.5671309050e-13 7.3078456666e-12 2.9885151411e-15 8.3213746233e-13 1.8924411958e-13 8.4782410526e-16
 246 7.5937401216e-10 2.6582770471e-13 7.5352994018e-12 3.0127924713e-15 8.2176448700e-13 1.8695436894e-13 8.7614377287e-16
 247 7.5722714365e-10 2.7522835723e-13 7.7619050022e-12 3.0370689918e-15 8.1155731213e-13 1.8469188507e-13 9.0410620463e-16
 248 7.5500354641e-10 2.8491679456e-13 7.9875625358e-12 3.0613419183e-15 8.0151255406e-13 1.8245689814e-13 9.3182783927e-16
 249 7.5270401862e-10 2.9489470114e-13 8.2121705573e-12 3.0856084349e-15 7.9162652939e-13 1.8024960898e-13 9.5942923439e-16
 250 7.5032937971e-10 3.0516362625e-13 8.4356272402e-12 3.1098657366e-15 7.8189559855e-13 1.7806990912e-13 9.8700579032e-16
 251 7.4788043599e-10 3.1572476185e-13 8.6578338630e-12 3.1341111604e-15 7.7231722630e-13 1.7591652394e-13 1.0145379595e-15
 252 7.4535801357e-10 3.2657915008e-13 8.8786915093e-12 3.1583420617e-15 7.6288897499e-13 1.7378781913e-13 1.0419759373e-15
 253 7.4276296972e-10 3.3772775317e-13 9.0980999404e-12 3.1825557718e-15 7.5360815956e-13 1.7168207482e-13 1.0692685015e-15
 254 7.4009619311e-10 3.4917145243e-13 9.3159575896e-12 3.2067495982e-15 7.4447184436e-13 1.6959748455e-13 1.0963629987e-15
 255 7.3735860405e-10 3.6091104711e-13 9.5321615569e-12 3.2309208241e-15 7.3547684001e-13 1.6753215430e-13 1.1232053317e-15
 256 7.3455114973e-10 3.7294717348e-13 9.7466105968e-12 3.2550667530e-15 7.2661999294e-13 1.6548477114e-13 1.1497555124e-15
 257 7.3167478914e-10 3.8528005908e-13 9.9592142811e-12 3.2791848450e-15 7.1789907883e-13 1.6345665315e-13 1.1760353223e-15
 258 7.2873050776e-10 3.9790975250e-13 1.0169884342e-11 3.3032725877e-15 7.0931195343e-13 1.6144981317e-13 1.2020833141e-15
 259 7.2571932274e-10 4.1083620077e-13 1.0378531727e-11 3.3273274531e-15 7.0085626171e-13 1.5946629978e-13 1.2279395019e-15
 260 7.2264228308e-10 4.2405924818e-13 1.0585066593e-11 3.3513468975e-15 6.9252943524e-13 1.5750819751e-13 1.2536453761e-15
 261 7.1950046992e-10 4.3757863496e-13 1.0789398315e-11 3.3753283611e-15 6.8432868955e-13 1.5557762709e-13 1.2792439183e-15
 262 7.1629498136e-10 4.5139394961e-13 1.0991434605e-11 3.3992693145e-15 6.7625127374e-13 1.5367590215e-13 1.3047567635e-15
 263 7.1302688567e-10 4.6550448520e-13 1.1191078845e-11 3.4231673974e-15 6.6829524003e-13 1.5180094747e-13 1.3301142576e-15
 264 7.0969726600e-10 4.7990937272e-13 1.1388232607e-11 3.4470202872e-15 6.6045871150e-13 1.4994973889e-13 1.3552215741e-15
 265 7.0630723564e-10 4.9460762561e-13 1.1582796517e-11 3.4708256540e-15 6.5273963150e-13 1.4811913275e-13 1.3799811957e-15
 266 7.0285793831e-10 5.0959813842e-13 1.1774670249e-11 3.4945811613e-15 6.4513576143e-13 1.4630586467e-13 1.4042928895e-15
 267 6.9935054827e-10 5.2487968557e-13 1.1963752526e-11 3.5182844654e-15 6.3764467861e-13 1.4450654829e-13 1.4280536830e-15
 268 6.9578626608e-10 5.4045086204e-13 1.2149944931e-11 3.5419332601e-15 6.3026398455e-13 1.4271879306e-13 1.4511972627e-15
 269 6.9216630485e-10 5.5630990485e-13 1.2333163577e-11 3.5655254118e-15 6.2299194693e-13 1.4094462688e-13 1.4738145760e-15
 270 6.8849190360e-10 5.7245485944e-13 1.2513328066e-11 3.5890588318e-15 6.1582688798e-13 1.3918725550e-13 1.4960396827e-15
 271 6.8476433195e-10 5.8888363536e-13 1.2690357732e-11 3.6125314332e-15 6.0876697525e-13 1.3744996081e-13 1.5180109563e-15
 272 6.8098489028e-10 6.0559400479e-13 1.2864171648e-11 3.6359411305e-15 6.0181021973e-13 1.3573610138e-13 1.5398711257e-15
 273 6.7715490997e-10 6.2258360120e-13 1.3034688631e-11 3.6592858406e-15 5.9495447405e-13 1.3404911314e-13 1.5617673159e-15
 274 6.7327572627e-10 6.3984988387e-13 1.3201828122e-11 3.6825635302e-15 5.8819762941e-13 1.3239146601e-13 1.5838004472e-15
 275 6.6934859513e-10 6.5739003231e-13 1.3365512869e-11 3.7057723629e-15 5.8153822167e-13 1.3076147161e-13 1.6058703948e-15
 276 6.6537477240e-10 6.7520104354e-13 1.3525666393e-11 3.7289105604e-15 5.7497485366e-13 1.2915630838e-13 1.6278227430e-15
 277 6.6135554083e-10 6.9327976419e-13 1.3682212135e-11 3.7519763558e-15 5.6850599771e-13 1.2757304940e-13 1.6494986513e-15
 278 6.5729221027e-10 7.1162288901e-13 1.3835073459e-11 3.7749679936e-15 5.6212999415e-13 1.2600866132e-13 1.6707348148e-15
 279 6.5318611778e-10 7.3022695945e-13 1.3984173660e-11 3.7978837300e-15 5.5584504979e-13 1.2446000330e-13 1.6913634250e-15
 280 6.4903862783e-10 7.4908836220e-13 1.4129435970e-11 3.8207218333e-15 5.4964923636e-13 1.2292382603e-13 1.7112121293e-15
 281 6.4485112036e-10 7.6820330822e-13 1.4270785630e-11 3.8434806336e-15 5.4354067381e-13 1.2139759867e-13 1.7301606859e-15
 282 6.4062495421e-10 7.8756777175e-13 1.4408156228e-11 3.8661586747e-15 5.3751809352e-13 1.1988203916e-13 1.7483142344e-15
 283 6.3636150212e-10 8.0717754535e-13 1.4541483697e-11 3.8887545704e-15 5.3158030105e-13 1.1837871206e-13 1.7658388614e-15
 284 6.3206216276e-10 8.2702825756e-13 1.4670704292e-11 3.9112669563e-15 5.2572599277e-13 1.1688921248e-13 1.7829057557e-15
 285 6.2772836082e-10 8.4711537150e-13 1.4795754596e-11 3.9336944900e-15 5.1995375460e-13 1.1541516627e-13 1.7996912543e-15
 286 6.2336154720e-10 8.6743418329e-13 1.4916571528e-11 3.9560358513e-15 5.1426206076e-13 1.1395823025e-13 1.8163768886e-15
 287 6.1896319912e-10 8.8797982063e-13 1.5033092356e-11 3.9782897428e-15 5.0864927252e-13 1.1252009241e-13 1.8331494304e-15
 288 6.1453479573e-10 9.0874724773e-13 1.5145256238e-11 4.0004549339e-15 5.0311378808e-13 1.1110198408e-13 1.8501478919e-15
 289 6.1007774332e-10 9.2973128371e-13 1.5253008929e-11 4.0225303955e-15 4.9765450302e-13 1.0970318898e-13 1.8673014852e-15
 290 6.0559344664e-10 9.5092658224e-13 1.5356298330e-11 4.0445151727e-15 4.9227037053e-13 1.0832245973e-13 1.8844836165e-15
 291 6.0108333316e-10 9.7232762369e-13 1.5455072985e-11 4.0664083421e-15 4.8696025135e-13 1.0695849866e-13 1.9015641687e-15
 292 5.9654885316e-10 9.9392871361e-13 1.5549282094e-11 4.0882090121e-15 4.8172291277e-13 1.0560995730e-13 1.9184094716e-15
 293 5.9199147986e-10 1.0157239813e-12 1.5638875522e-11 4.1099163234e-15 4.7655702760e-13 1.0427543592e-13 1.9348822710e-15
 294 5.8741270949e-10 1.0377073783e-12 1.5723803811e-11 4.1315294493e-15 4.7146117311e-13 1.0295348302e-13 1.9508416989e-15
 295 5.8281403975e-10 1.0598727094e-12 1.5804019359e-11 4.1530476347e-15 4.6643395984e-13 1.0164290679e-13 1.9661710771e-15
 296 5.7819690374e-10 1.0822137306e-12 1.5879479977e-11 4.1744703134e-15 4.6147442697e-13 1.0034372742e-13 1.9808628983e-15
 297 5.7356273299e-10 1.1047240527e-12 1.5950145529e-11 4.1957969976e-15 4.5658166435e-13 9.9056270543e-14 1.9949379531e-15
 298 5.6891297886e-10 1.1273971086e-12 1.6015976794e-11 4.2170272398e-15 4.5175468355e-13 9.7780859421e-14 2.0084178794e-15
 299 5.6424911267e-10 1.1502261511e-12 1.6076935477e-11 4.2381606336e-15 4.4699241703e-13 9.6517814885e-14 2.0213251700e-15
 300 5.5957262571e-10 1.1732042522e-12 1.6132984229e-11 4.2591968144e-15 4.4229371729e-13 9.5267455279e-14 2.0336831807e-15
 301 5.5488502932e-10 1.1963243008e-12 1.6184086652e-11 4.2801354591e-15 4.3765735604e-13 9.4030096393e-14 2.0455161382e-15
 302 5.5018782808e-10 1.2195790553e-12 1.6230209162e-11 4.3009763179e-15 4.3308213097e-13 9.2806015070e-14 2.0568583779e-15
 303 5.4548243753e-10 1.2429613037e-12 1.6271326628e-11 4.3217193075e-15 4.2856719364e-13 9.1595338208e-14 2.0677825305e-15
 304 5.4077026266e-10 1.2664637084e-12 1.6307417030e-11 4.3423644232e-15 4.2411173566e-13 9.0398148322e-14 2.0783727015e-15
 305 5.3605272444e-10 1.2900787516e-12 1.6338459647e-11 4.3629117086e-15 4.1971488174e-13 8.9214519285e-14 2.0887153828e-15
 306 5.3133125989e-10 1.3137987345e-12 1.6364435082e-11 4.3833612569e-15 4.1537568900e-13 8.8044516221e-14 2.0988994728e-15
 307 5.2660732211e-10 1.3376157757e-12 1.6385325269e-11 4.4037132108e-15 4.1109314623e-13 8.6888195399e-14 2.1090162968e-15
 308 5.2188238032e-10 1.3615218099e-12 1.6401113496e-11 4.4239677632e-15 4.0686617321e-13 8.5745604119e-14 2.1191596263e-15
 309 5.1715789982e-10 1.3855086770e-12 1.6411785012e-11 4.4441251813e-15 4.0269371979e-13 8.4616734278e-14 2.1293901406e-15
 310 5.1243528088e-10 1.4095683967e-12 1.6417328866e-11 4.4641858795e-15 3.9857506978e-13 8.3501380878e-14 2.1396269281e-15
 311 5.0771591703e-10 1.4336929040e-12 1.6417736188e-11 4.4841503508e-15 3.9450954994e-13 8.2399276673e-14 2.1497509415e-15
 312 5.0300121492e-10 1.4578739588e-12 1.6412999614e-11 4.5040191442e-15 3.9049643084e-13 8.1310137738e-14 2.1596400737e-15
 313 4.9829259431e-10 1.4821031445e-12 1.6403113302e-11 4.5237928651e-15 3.8653492629e-13 8.0233663300e-14 2.1691691341e-15
 314 4.9359148808e-10 1.5063718671e-12 1.6388072952e-11 4.5434721757e-15 3.8262419276e-13 7.9169535570e-14 2.1782098234e-15
 315 4.8889934224e-10 1.5306713532e-12 1.6367875814e-11 4.5630577958e-15 3.7876332880e-13 7.8117419580e-14 2.1866307095e-15
 316 4.8421761593e-10 1.5549926496e-12 1.6342520714e-11 4.5825505032e-15 3.7495137445e-13 7.7076963008e-14 2.1942972026e-15
 317 4.7954774859e-10 1.5793267567e-12 1.6312009024e-11 4.6019511477e-15 3.7118740184e-13 7.6047825861e-14 2.2011183682e-15
 318 4.7489105964e-10 1.6036650402e-12 1.6276347615e-11 4.6212606924e-15 3.6747079277e-13 7.5029771327e-14 2.2071897773e-15
 319 4.7024884423e-10 1.6279988358e-12 1.6235546069e-11 4.6404801752e-15 3.6380097267e-13 7.4022578741e-14 2.2126571330e-15
 320 4.6562240563e-10 1.6523193147e-12 1.6189615755e-11 4.6596106963e-15 3.6017732009e-13 7.3026013992e-14 2.2176700532e-15
 321 4.6101305524e-10 1.6766174826e-12 1.6138569842e-11 4.6786534184e-15 3.5659916623e-13 7.2039829385e-14 2.2223821014e-15
 322 4.5642211256e-10 1.7008841784e-12 1.6082423318e-11 4.6976095677e-15 3.5306579444e-13 7.1063763514e-14 2.2269508179e-15
 323 4.5185090512e-10 1.7251100735e-12 1.6021193007e-11 4.7164804339e-15 3.4957643979e-13 7.0097541127e-14 2.2315377516e-15
 324 4.4730076848e-10 1.7492856702e-12 1.5954897586e-11 4.7352673714e-15 3.4613028854e-13 6.9140872997e-14 2.2363084906e-15
 325 4.4277301991e-10 1.7734014599e-12 1.5883558158e-11 4.7539717982e-15 3.4272655227e-13 6.8193529364e-14 2.2413879533e-15
 326 4.3826887813e-10 1.7974484068e-12 1.5807199959e-11 4.7725951942e-15 3.3936469467e-13 6.7255564135e-14 2.2467239959e-15
 327 4.3378953996e-10 1.8214174835e-12 1.5725850760e-11 4.7911391043e-15 3.3604421393e-13 6.6327100419e-14 2.2522177872e-15
 328 4.2933620617e-10 1.8452995130e-12 1.5639540340e-11 4.8096051396e-15 3.3276456866e-13 6.5408257804e-14 2.2577679816e-15
 329 4.2491008147e-10 1.8690851682e-12 1.5548300498e-11 4.8279949781e-15 3.2952517756e-13 6.4499152313e-14 2.2632707001e-15
 330 4.2051237442e-10 1.8927649704e-12 1.5452165080e-11 4.8463103655e-15 3.2632541897e-13 6.3599896349e-14 2.2686195098e-15
 331 4.1614429738e-10 1.9163292889e-12 1.5351169989e-11 4.8645531153e-15 3.2316463052e-13 6.2710598655e-14 2.2737054058e-15
 332 4.1180706645e-10 1.9397683397e-12 1.5245353208e-11 4.8827251095e-15 3.2004210874e-13 6.1831364258e-14 2.2784167905e-15
 333 4.0750187445e-10 1.9630723748e-12 1.5134754949e-11 4.9008282836e-15 3.1695717233e-13 6.0962259664e-14 2.2826550540e-15
 334 4.0322980857e-10 1.9862322603e-12 1.5019418090e-11 4.9188645800e-15 3.1390935597e-13 6.0103206851e-14 2.2863821006e-15
 335 3.9899192904e-10 2.0092389216e-12 1.4899387792e-11 4.9368359936e-15 3.1089822421e-13 5.9254084569e-14 2.2895748518e-15
 336 3.9478929564e-10 2.0320831549e-12 1.4774711387e-11 4.9547445875e-15 3.0792330819e-13 5.8414762598e-14 2.2922098313e-15
 337 3.9062296765e-10 2.0547556266e-12 1.4645438394e-11 4.9725924941e-15 3.0498410533e-13 5.7585101663e-14 2.2942631624e-15
 338 3.8649400372e-10 2.0772468727e-12 1.4511620542e-11 4.9903819151e-15 3.0208007903e-13 5.6764953349e-14 2.2957105652e-15
 339 3.8240346184e-10 2.0995472980e-12 1.4373311782e-11 5.0081151222e-15 2.9921065832e-13 5.5954160018e-14 2.2965273543e-15
 340 3.7835239919e-10 2.1216471751e-12 1.4230568310e-11 5.0257944576e-15 2.9637523754e-13 5.5152554714e-14 2.2966884359e-15
 341 3.7434185209e-10 2.1435368598e-12 1.4083448137e-11 5.0434223055e-15 2.9357322891e-13 5.4359976369e-14 2.2961957311e-15
 342 3.7037277494e-10 2.1652074465e-12 1.3932009757e-11 5.0610010030e-15 2.9080422326e-13 5.3576316258e-14 2.2951617372e-15
 343 3.6644609851e-10 2.1866501390e-12 1.3776313461e-11 5.0785329263e-15 2.8806783547e-13 5.2801473347e-14 2.2937295126e-15
 344 3.6256274956e-10 2.2078560370e-12 1.3616421792e-11 5.0960205203e-15 2.8536365199e-13 5.2035339119e-14 2.2920455970e-15
 345 3.5872365078e-10 2.2288161356e-12 1.3452399564e-11 5.1134662985e-15 2.8269123054e-13 5.1277797505e-14 2.2902600369e-15
 346 3.5492972066e-10 2.2495213249e-12 1.3284313878e-11 5.1308728442e-15 2.8005009988e-13 5.0528724813e-14 2.2885264115e-15
 347 3.5118187337e-10 2.2699623894e-12 1.3112234142e-11 5.1482428104e-15 2.7743975947e-13 4.9787989659e-14 2.2870018581e-15
 348 3.4748101867e-10 2.2901300074e-12 1.2936232088e-11 5.1655789208e-15 2.7485967931e-13 4.9055452898e-14 2.2858470977e-15
 349 3.4382803304e-10 2.3100150038e-12 1.2756380746e-11 5.1828839217e-15 2.7230934788e-13 4.8330991545e-14 2.2851737339e-15
 350 3.4022367197e-10 2.3296091198e-12 1.2572751280e-11 5.2001604370e-15 2.6978841914e-13 4.7614571788e-14 2.2848836809e-15
 351 3.3666865382e-10 2.3489042741e-12 1.2385416061e-11 5.2174111085e-15 2.6729657112e-13 4.6906178872e-14 2.2848231159e-15
 352 3.3316368810e-10 2.3678923125e-12 1.2194449704e-11 5.2346386436e-15 2.6483345801e-13 4.6205793334e-14 2.2848345779e-15
 353 3.2970947532e-10 2.3865650077e-12 1.1999929093e-11 5.2518458161e-15 2.6239870987e-13 4.5513390952e-14 2.2847569417e-15
 354 3.2630670688e-10 2.4049140590e-12 1.1801933397e-11 5.2690354663e-15 2.5999193248e-13 4.4828942705e-14 2.2844253915e-15
 355 3.2295606490e-10 2.4229310925e-12 1.1600544082e-11 5.2862105016e-15 2.5761270707e-13 4.4152414720e-14 2.2836713947e-15
 356 3.1965822213e-10 2.4406076600e-12 1.1395844932e-11 5.3033738970e-15 2.5526059012e-13 4.3483768232e-14 2.2823226758e-15
 357 3.1641384175e-10 2.4579352397e-12 1.1187922064e-11 5.3205286955e-15 2.5293511312e-13 4.2822959531e-14 2.2802031904e-15
 358 3.1322356070e-10 2.4749055120e-12 1.0976863076e-11 5.3376779405e-15 2.5063582606e-13 4.2169943334e-14 2.2771828916e-15
 359 3.1008793913e-10 2.4915112015e-12 1.0762754409e-11 5.3548244690e-15 2.4836243018e-13 4.1524683127e-14 2.2733293082e-15
 360 3.0700750858e-10 2.5077452691e-12 1.0545683911e-11 5.3719711106e-15 2.4611465012e-13 4.0887141150e-14 2.2687620553e-15
 361 3.0398278829e-10 2.5236006380e-12 1.0325741711e-11 5.3891207558e-15 2.4389219061e-13 4.0257274976e-14 2.2636036150e-15
