# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000,
# i.e. number of multipoles equal to 2999
#  l TT               EE               TE               BB               phiphi           Tphi             
 583 3.1834791424e-10 2.0621487284e-12 3.7069721873e-12 1.0627016761e-14 4.6954763196e-14 -2.3296641389e-15
 584 3.1728962640e-10 2.0979196618e-12 3.7479150341e-12 1.0642380215e-14 4.6667250495e-14 -2.3607186515e-15
 585 3.1622051076e-10 2.1340382801e-12 3.7847207172e-12 1.0657530393e-14 4.6381921748e-14 -2.3917058582e-15
 586 3.1514115614e-10 2.1704914153e-12 3.8173674738e-12 1.0672468937e-14 4.6098762255e-14 -2.4226545135e-15
 587 3.1405215972e-10 2.2072656982e-12 3.8458336944e-12 1.0687197528e-14 4.5817756701e-14 -2.4535937839e-15
 588 3.1295412703e-10 2.2443475574e-12 3.8700979239e-12 1.0701717892e-14 4.5538889150e-14 -2.4845532498e-15
 589 3.1184767204e-10 2.2817232187e-12 3.8901388628e-12 1.0716031796e-14 4.5262143045e-14 -2.5155629073e-15
 590 3.1073341715e-10 2.3193787038e-12 3.9059353691e-12 1.0730141045e-14 4.4987501199e-14 -2.5466531699e-15
 591 3.0961199324e-10 2.3572998298e-12 3.9174664589e-12 1.0744047492e-14 4.4714945800e-14 -2.5778548705e-15
 592 3.0848403972e-10 2.3954722081e-12 3.9247113080e-12 1.0757753027e-14 4.4444458401e-14 -2.6091992631e-15
 593 3.0735020453e-10 2.4338812435e-12 3.9276492531e-12 1.0771259586e-14 4.4176019917e-14 -2.6407180244e-15
 594 3.0621114423e-10 2.4725121336e-12 3.9262597935e-12 1.0784569146e-14 4.3909610625e-14 -2.6724432559e-15
 595 3.0506752397e-10 2.5113498676e-12 3.9205225919e-12 1.0797683727e-14 4.3645210159e-14 -2.7044074854e-15
 596 3.0392001757e-10 2.5503792256e-12 3.9104174758e-12 1.0810605391e-14 4.3382797506e-14 -2.7366436691e-15
 597 3.0276930756e-10 2.5895847775e-12 3.8959244391e-12 1.0823336246e-14 4.3122351003e-14 -2.7691851931e-15
 598 3.0161608517e-10 2.6289508827e-12 3.8770236429e-12 1.0835878441e-14 4.2863848335e-14 -2.8020658753e-15
 599 3.0046102886e-10 2.6684619501e-12 3.8537000897e-12 1.0848234244e-14 4.2607268441e-14 -2.8353086073e-15
 600 2.9930473908e-10 2.7081032299e-12 3.8259577652e-12 1.0860406269e-14 4.2352597295e-14 -2.8688909722e-15
 601 2.9814780197e-10 2.7478600394e-12 3.7938058428e-12 1.0872397255e-14 4.2099822264e-14 -2.9027787940e-15
 602 2.9699081082e-10 2.7877175030e-12 3.7572540450e-12 1.0884209991e-14 4.1848930199e-14 -2.9369374202e-15
 603 2.9583436606e-10 2.8276605507e-12 3.7163126467e-12 1.0895847315e-14 4.1599907436e-14 -2.9713317194e-15
 604 2.9467907532e-10 2.8676739176e-12 3.6709924775e-12 1.0907312120e-14 4.1352739796e-14 -3.0059260799e-15
 605 2.9352555343e-10 2.9077421432e-12 3.6213049252e-12 1.0918607344e-14 4.1107412574e-14 -3.0406844071e-15
 606 2.9237442249e-10 2.9478495705e-12 3.5672619380e-12 1.0929735980e-14 4.0863910547e-14 -3.0755701217e-15
 607 2.9122631184e-10 2.9879803452e-12 3.5088760279e-12 1.0940701071e-14 4.0622217961e-14 -3.1105461578e-15
 608 2.9008185815e-10 3.0281184149e-12 3.4461602732e-12 1.0951505712e-14 4.0382318536e-14 -3.1455749609e-15
 609 2.8894170540e-10 3.0682475285e-12 3.3791283218e-12 1.0962153051e-14 4.0144195460e-14 -3.1806184858e-15
 610 2.8780650494e-10 3.1083512351e-12 3.3077943933e-12 1.0972646284e-14 3.9907831386e-14 -3.2156381944e-15
 611 2.8667691548e-10 3.1484128834e-12 3.2321732828e-12 1.0982988664e-14 3.9673208429e-14 -3.2505950543e-15
 612 2.8555360317e-10 3.1884156208e-12 3.1522803630e-12 1.0993183494e-14 3.9440308165e-14 -3.2854495362e-15
 613 2.8443724158e-10 3.2283423929e-12 3.0681315875e-12 1.1003234128e-14 3.9209111628e-14 -3.3201616120e-15
 614 2.8332848249e-10 3.2681764256e-12 2.9797468410e-12 1.1013143980e-14 3.8979600871e-14 -3.3547006282e-15
 615 2.8222786730e-10 3.3079026870e-12 2.8871600723e-12 1.1022916521e-14 3.8751763694e-14 -3.3890751854e-15
 616 2.8113591359e-10 3.3475064591e-12 2.7904094075e-12 1.1032555282e-14 3.8525589028e-14 -3.4233039634e-15
 617 2.8005314415e-10 3.3869728563e-12 2.6895338280e-12 1.1042063845e-14 3.8301065370e-14 -3.4574059119e-15
 618 2.7898008708e-10 3.4262868256e-12 2.5845731747e-12 1.1051445849e-14 3.8078180784e-14 -3.4914002513e-15
 619 2.7791727575e-10 3.4654331452e-12 2.4755681516e-12 1.1060704983e-14 3.7856922901e-14 -3.5253064741e-15
 620 2.7686524883e-10 3.5043964245e-12 2.3625603298e-12 1.1069844993e-14 3.7637278914e-14 -3.5591443456e-15
 621 2.7582455033e-10 3.5431611029e-12 2.2455921516e-12 1.1078869681e-14 3.7419235576e-14 -3.5929339056e-15
 622 2.7479572960e-10 3.5817114497e-12 2.1247069344e-12 1.1087782900e-14 3.7202779199e-14 -3.6266954692e-15
 623 2.7377934133e-10 3.6200315629e-12 1.9999488744e-12 1.1096588561e-14 3.6987895650e-14 -3.6604496280e-15
 624 2.7277594564e-10 3.6581053691e-12 1.8713630506e-12 1.1105290630e-14 3.6774570351e-14 -3.6942172511e-15
 625 2.7178610800e-10 3.6959166226e-12 1.7389954290e-12 1.1113893126e-14 3.6562788275e-14 -3.7280194866e-15
 626 2.7081039933e-10 3.7334489047e-12 1.6028928662e-12 1.1122400126e-14 3.6352533944e-14 -3.7618777623e-15
 627 2.6984939599e-10 3.7706856232e-12 1.4631031134e-12 1.1130815764e-14 3.6143791429e-14 -3.7958137872e-15
 628 2.6890367977e-10 3.8076100116e-12 1.3196748204e-12 1.1139144227e-14 3.5936544344e-14 -3.8298495524e-15
 629 2.6797380374e-10 3.8442058360e-12 1.1726594883e-12 1.1147389685e-14 3.5730777220e-14 -3.8639985172e-15
 630 2.6706018869e-10 3.8804595341e-12 1.0221173697e-12 1.1155556059e-14 3.5526479651e-14 -3.8982389405e-15
 631 2.6616322429e-10 3.9163581244e-12 8.6811171285e-13 1.1163647245e-14 3.5323642245e-14 -3.9325399339e-15
 632 2.6528330313e-10 3.9518885028e-12 7.1070682975e-13 1.1171667191e-14 3.5122255244e-14 -3.9668702192e-15
 633 2.6442082071e-10 3.9870374423e-12 5.4996810082e-13 1.1179619897e-14 3.4922308535e-14 -4.0011981271e-15
 634 2.6357617545e-10 4.0217915928e-12 3.8596197928e-13 1.1187509414e-14 3.4723791641e-14 -4.0354915952e-15
 635 2.6274976870e-10 4.0561374803e-12 2.1875599574e-13 1.1195339845e-14 3.4526693719e-14 -4.0697181672e-15
 636 2.6194200475e-10 4.0900615066e-12 4.8418762654e-14 1.1203115344e-14 3.4331003563e-14 -4.1038449907e-15
 637 2.6115329084e-10 4.1235499492e-12 -1.2498002113e-13 1.1210840119e-14 3.4136709597e-14 -4.1378388159e-15
 638 2.6038403717e-10 4.1565889604e-12 -3.0136956586e-13 1.1218518429e-14 3.3943799878e-14 -4.1716659942e-15
 639 2.5963465688e-10 4.1891645670e-12 -4.8067798637e-13 1.1226154586e-14 3.3752262088e-14 -4.2052924766e-15
 640 2.5890556611e-10 4.2212626701e-12 -6.6283229755e-13 1.1233752955e-14 3.3562083538e-14 -4.2386838120e-15
 641 2.5819718397e-10 4.2528690445e-12 -8.4775840986e-13 1.1241317954e-14 3.3373251165e-14 -4.2718051458e-15
 642 2.5750993256e-10 4.2839693383e-12 -1.0353811248e-12 1.1248854053e-14 3.3185751528e-14 -4.3046212184e-15
 643 2.5684423697e-10 4.3145490726e-12 -1.2256241304e-12 1.1256365778e-14 3.2999570806e-14 -4.3370963636e-15
 644 2.5620052531e-10 4.3445936407e-12 -1.4184099966e-12 1.1263857706e-14 3.2814694799e-14 -4.3691945071e-15
 645 2.5557919264e-10 4.3740891654e-12 -1.6136598157e-12 1.1271334320e-14 3.2631110114e-14 -4.4008867430e-15
 646 2.5498049201e-10 4.4030250912e-12 -1.8112921232e-12 1.1278799551e-14 3.2448807752e-14 -4.4321742546e-15
 647 2.5440464096e-10 4.4313916494e-12 -2.0112239436e-12 1.1286257227e-14 3.2267779600e-14 -4.4630659083e-15
 648 2.5385185740e-10 4.4591790064e-12 -2.2133711387e-12 1.1293711216e-14 3.2088017246e-14 -4.4935707236e-15
 649 2.5332235956e-10 4.4863772633e-12 -2.4176484029e-12 1.1301165431e-14 3.1909511975e-14 -4.5236978730e-15
 650 2.5281636602e-10 4.5129764557e-12 -2.6239692591e-12 1.1308623830e-14 3.1732254773e-14 -4.5534566834e-15
 651 2.5233409570e-10 4.5389665536e-12 -2.8322460533e-12 1.1316090411e-14 3.1556236322e-14 -4.5828566362e-15
 652 2.5187576785e-10 4.5643374613e-12 -3.0423899507e-12 1.1323569219e-14 3.1381446999e-14 -4.6119073683e-15
 653 2.5144160203e-10 4.5890790170e-12 -3.2543109307e-12 1.1331064341e-14 3.1207876874e-14 -4.6406186724e-15
 654 2.5103181818e-10 4.6131809929e-12 -3.4679177822e-12 1.1338579909e-14 3.1035515712e-14 -4.6690004980e-15
 655 2.5064663652e-10 4.6366330947e-12 -3.6831180995e-12 1.1346120100e-14 3.0864352966e-14 -4.6970629520e-15
 656 2.5028627761e-10 4.6594249619e-12 -3.8998182769e-12 1.1353689133e-14 3.0694377780e-14 -4.7248162990e-15
 657 2.4995096236e-10 4.6815461670e-12 -4.1179235048e-12 1.1361291275e-14 3.0525578984e-14 -4.7522709623e-15
 658 2.4964091196e-10 4.7029862159e-12 -4.3373377647e-12 1.1368930834e-14 3.0357945098e-14 -4.7794375246e-15
 659 2.4935634795e-10 4.7237345473e-12 -4.5579638246e-12 1.1376612165e-14 3.0191464323e-14 -4.8063267284e-15
 660 2.4909749219e-10 4.7437805328e-12 -4.7797032347e-12 1.1384339668e-14 3.0026124546e-14 -4.8329494765e-15
 661 2.4886453355e-10 4.7631144126e-12 -5.0024580942e-12 1.1392117570e-14 2.9861914351e-14 -4.8593144402e-15
 662 2.4865752735e-10 4.7817301254e-12 -5.2261364056e-12 1.1399949268e-14 2.9698826092e-14 -4.8854208225e-15
 663 2.4847649371e-10 4.7996225406e-12 -5.4506468296e-12 1.1407837974e-14 2.9536852888e-14 -4.9112654362e-15
 664 2.4832145064e-10 4.8167865279e-12 -5.6758969197e-12 1.1415786926e-14 2.9375987606e-14 -4.9368450827e-15
 665 2.4819241401e-10 4.8332169576e-12 -5.9017931182e-12 1.1423799395e-14 2.9216222867e-14 -4.9621565516e-15
 666 2.4808939756e-10 4.8489087006e-12 -6.1282407519e-12 1.1431878682e-14 2.9057551039e-14 -4.9871966213e-15
 667 2.4801241287e-10 4.8638566283e-12 -6.3551440280e-12 1.1440028117e-14 2.8899964241e-14 -5.0119620581e-15
 668 2.4796146936e-10 4.8780556131e-12 -6.5824060301e-12 1.1448251059e-14 2.8743454335e-14 -5.0364496173e-15
 669 2.4793657427e-10 4.8915005280e-12 -6.8099287140e-12 1.1456550899e-14 2.8588012933e-14 -5.0606560421e-15
 670 2.4793773266e-10 4.9041862471e-12 -7.0376129035e-12 1.1464931059e-14 2.8433631388e-14 -5.0845780645e-15
 671 2.4796494739e-10 4.9161076452e-12 -7.2653582862e-12 1.1473394989e-14 2.8280300799e-14 -5.1082124047e-15
 672 2.4801821911e-10 4.9272595986e-12 -7.4930634097e-12 1.1481946171e-14 2.8128012006e-14 -5.1315557713e-15
 673 2.4809754625e-10 4.9376369843e-12 -7.7206256771e-12 1.1490588118e-14 2.7976755590e-14 -5.1546048612e-15
 674 2.4820292502e-10 4.9472346808e-12 -7.9479413430e-12 1.1499324374e-14 2.7826521873e-14 -5.1773563600e-15
 675 2.4833434938e-10 4.9560475680e-12 -8.1749055096e-12 1.1508158511e-14 2.7677300913e-14 -5.1998069412e-15
 676 2.4849181104e-10 4.9640705268e-12 -8.4014121221e-12 1.1517094135e-14 2.7529082509e-14 -5.2219532671e-15
 677 2.4867529944e-10 4.9712984399e-12 -8.6273539651e-12 1.1526134881e-14 2.7381856194e-14 -5.2437919881e-15
 678 2.4888477502e-10 4.9777270907e-12 -8.8526261466e-12 1.1535284158e-14 2.7235612115e-14 -5.2653202263e-15
 679 2.4912008842e-10 4.9833558824e-12 -9.0771366432e-12 1.1544544358e-14 2.7090343693e-14 -5.2865370369e-15
 680 2.4938105950e-10 4.9881851777e-12 -9.3007959737e-12 1.1553917630e-14 2.6946045021e-14 -5.3074419785e-15
 681 2.4966750393e-10 4.9922154048e-12 -9.5235137277e-12 1.1563406133e-14 2.6802709982e-14 -5.3280346319e-15
 682 2.4997923314e-10 4.9954470583e-12 -9.7451985625e-12 1.1573012042e-14 2.6660332255e-14 -5.3483146012e-15
 683 2.5031605432e-10 4.9978806992e-12 -9.9657581998e-12 1.1582737543e-14 2.6518905309e-14 -5.3682815132e-15
 684 2.5067777039e-10 4.9995169549e-12 -1.0185099423e-11 1.1592584837e-14 2.6378422406e-14 -5.3879350179e-15
 685 2.5106417998e-10 5.0003565204e-12 -1.0403128072e-11 1.1602556135e-14 2.6238876597e-14 -5.4072747884e-15
 686 2.5147507744e-10 5.0004001575e-12 -1.0619749043e-11 1.1612653664e-14 2.6100260723e-14 -5.4263005212e-15
 687 2.5191025278e-10 4.9996486960e-12 -1.0834866283e-11 1.1622879663e-14 2.5962567412e-14 -5.4450119361e-15
 688 2.5236949168e-10 4.9981030337e-12 -1.1048382788e-11 1.1633236382e-14 2.5825789081e-14 -5.4634087766e-15
 689 2.5285257548e-10 4.9957641366e-12 -1.1260200598e-11 1.1643726088e-14 2.5689917933e-14 -5.4814908098e-15
 690 2.5335928113e-10 4.9926330393e-12 -1.1470220796e-11 1.1654351059e-14 2.5554945955e-14 -5.4992578266e-15
 691 2.5388938118e-10 4.9887108455e-12 -1.1678343503e-11 1.1665113585e-14 2.5420864919e-14 -5.5167096417e-15
 692 2.5444264379e-10 4.9839987280e-12 -1.1884467875e-11 1.1676015971e-14 2.5287666382e-14 -5.5338460941e-15
 693 2.5501883269e-10 4.9784979292e-12 -1.2088492101e-11 1.1687060535e-14 2.5155341681e-14 -5.5506670466e-15
 694 2.5561770715e-10 4.9722097615e-12 -1.2290313399e-11 1.1698249609e-14 2.5023881936e-14 -5.5671723865e-15
 695 2.5623900607e-10 4.9651363369e-12 -1.2489833064e-11 1.1709585265e-14 2.4893278794e-14 -5.5833611699e-15
 696 2.5688239981e-10 4.9572827729e-12 -1.2686971743e-11 1.1721068505e-14 2.4763526681e-14 -5.5992290352e-15
 697 2.5754753730e-10 4.9486550339e-12 -1.2881654473e-11 1.1732700052e-14 2.4634620598e-14 -5.6147707357e-15
 698 2.5823406184e-10 4.9392592059e-12 -1.3073805660e-11 1.1744480627e-14 2.4506555372e-14 -5.6299809902e-15
 699 2.5894161110e-10 4.9291014971e-12 -1.3263349072e-11 1.1756410945e-14 2.4379325662e-14 -5.6448544826e-15
 700 2.5966981707e-10 4.9181882386e-12 -1.3450207841e-11 1.1768491715e-14 2.4252925953e-14 -5.6593858618e-15
 701 2.6041830605e-10 4.9065258849e-12 -1.3634304463e-11 1.1780723640e-14 2.4127350557e-14 -5.6735697422e-15
 702 2.6118669864e-10 4.8941210140e-12 -1.3815560788e-11 1.1793107419e-14 2.4002593612e-14 -5.6874007027e-15
 703 2.6197460969e-10 4.8809803283e-12 -1.3993898026e-11 1.1805643744e-14 2.3878649083e-14 -5.7008732875e-15
 704 2.6278164831e-10 4.8671106550e-12 -1.4169236741e-11 1.1818333301e-14 2.3755510760e-14 -5.7139820053e-15
 705 2.6360741783e-10 4.8525189466e-12 -1.4341496850e-11 1.1831176773e-14 2.3633172254e-14 -5.7267213295e-15
 706 2.6445151577e-10 4.8372122811e-12 -1.4510597622e-11 1.1844174834e-14 2.3511627002e-14 -5.7390856984e-15
 707 2.6531353383e-10 4.8211978631e-12 -1.4676457674e-11 1.1857328153e-14 2.3390868262e-14 -5.7510695144e-15
 708 2.6619305787e-10 4.8044830236e-12 -1.4838994971e-11 1.1870637396e-14 2.3270889115e-14 -5.7626671446e-15
 709 2.6708966789e-10 4.7870752212e-12 -1.4998126822e-11 1.1884103219e-14 2.3151682461e-14 -5.7738729203e-15
 710 2.6800293799e-10 4.7689820419e-12 -1.5153769880e-11 1.1897726276e-14 2.3033241022e-14 -5.7846811371e-15
 711 2.6893243636e-10 4.7502112002e-12 -1.5305840139e-11 1.1911507212e-14 2.2915557338e-14 -5.7950860547e-15
 712 2.6987772528e-10 4.7307705392e-12 -1.5454252932e-11 1.1925446668e-14 2.2798623767e-14 -5.8050818967e-15
 713 2.7083835805e-10 4.7106684877e-12 -1.5598929097e-11 1.1939545033e-14 2.2682433134e-14 -5.8146636369e-15
 714 2.7181386993e-10 4.6899154402e-12 -1.5739813613e-11 1.1953801705e-14 2.2566980686e-14 -5.8238293742e-15
 715 2.7280378701e-10 4.6685224059e-12 -1.5876857339e-11 1.1968215816e-14 2.2452262174e-14 -5.8325780058e-15
 716 2.7380762914e-10 4.6465005557e-12 -1.6010010883e-11 1.1982786475e-14 2.2338273207e-14 -5.8409084457e-15
 717 2.7482490994e-10 4.6238612227e-12 -1.6139224604e-11 1.1997512769e-14 2.2225009254e-14 -5.8488196250e-15
 718 2.7585513675e-10 4.6006159028e-12 -1.6264448604e-11 1.2012393761e-14 2.2112465641e-14 -5.8563104917e-15
 719 2.7689781062e-10 4.5767762554e-12 -1.6385632736e-11 1.2027428492e-14 2.2000637553e-14 -5.8633800110e-15
 720 2.7795242628e-10 4.5523541038e-12 -1.6502726596e-11 1.2042615979e-14 2.1889520029e-14 -5.8700271651e-15
 721 2.7901847215e-10 4.5273614358e-12 -1.6615679529e-11 1.2057955217e-14 2.1779107966e-14 -5.8762509536e-15
 722 2.8009543025e-10 4.5018104046e-12 -1.6724440623e-11 1.2073445177e-14 2.1669396117e-14 -5.8820503937e-15
 723 2.8118277624e-10 4.4757133292e-12 -1.6828958713e-11 1.2089084806e-14 2.1560379088e-14 -5.8874245197e-15
 724 2.8227997938e-10 4.4490826950e-12 -1.6929182377e-11 1.2104873028e-14 2.1452051339e-14 -5.8923723838e-15
 725 2.8338650249e-10 4.4219311545e-12 -1.7025059938e-11 1.2120808745e-14 2.1344407186e-14 -5.8968930556e-15
 726 2.8450180193e-10 4.3942715276e-12 -1.7116539462e-11 1.2136890834e-14 2.1237440796e-14 -5.9009856228e-15
 727 2.8562532761e-10 4.3661168028e-12 -1.7203568757e-11 1.2153118147e-14 2.1131146188e-14 -5.9046491904e-15
 728 2.8675652293e-10 4.3374801370e-12 -1.7286095375e-11 1.2169489514e-14 2.1025517234e-14 -5.9078828819e-15
 729 2.8789482476e-10 4.3083748570e-12 -1.7364066608e-11 1.2186003742e-14 2.0920547657e-14 -5.9106858385e-15
 730 2.8903966346e-10 4.2788144593e-12 -1.7437429492e-11 1.2202659610e-14 2.0816231029e-14 -5.9130572197e-15
 731 2.9019047325e-10 4.2488126851e-12 -1.7506136720e-11 1.2219455706e-14 2.0712561299e-14 -5.9149980166e-15
 732 2.9134672387e-10 4.2183837439e-12 -1.7570164537e-11 1.2236389909e-14 2.0609534387e-14 -5.9165165335e-15
 733 2.9250788953e-10 4.1875420955e-12 -1.7629495201e-11 1.2253459893e-14 2.0507146617e-14 -5.9176230158e-15
 734 2.9367343852e-10 4.1563023769e-12 -1.7684111103e-11 1.2270663294e-14 2.0405394198e-14 -5.9183278472e-15
 735 2.9484283315e-10 4.1246794031e-12 -1.7733994763e-11 1.2287997715e-14 2.0304273220e-14 -5.9186415500e-15
 736 2.9601552973e-10 4.0926881677e-12 -1.7779128832e-11 1.2305460722e-14 2.0203779656e-14 -5.9185747857e-15
 737 2.9719097860e-10 4.0603438435e-12 -1.7819496094e-11 1.2323049845e-14 2.0103909358e-14 -5.9181383554e-15
 738 2.9836862406e-10 4.0276617831e-12 -1.7855079466e-11 1.2340762577e-14 2.0004658061e-14 -5.9173432004e-15
 739 2.9954790435e-10 3.9946575196e-12 -1.7885862000e-11 1.2358596377e-14 1.9906021377e-14 -5.9162004025e-15
 740 3.0072825167e-10 3.9613467670e-12 -1.7911826881e-11 1.2376548666e-14 1.9807994802e-14 -5.9147211848e-15
 741 3.0190909212e-10 3.9277454212e-12 -1.7932957430e-11 1.2394616827e-14 1.9710573706e-14 -5.9129169120e-15
 742 3.0308984569e-10 3.8938695602e-12 -1.7949237104e-11 1.2412798208e-14 1.9613753343e-14 -5.9107990908e-15
 743 3.0426992626e-10 3.8597354451e-12 -1.7960649500e-11 1.2431090121e-14 1.9517528840e-14 -5.9083793708e-15
 744 3.0544874154e-10 3.8253595204e-12 -1.7967178348e-11 1.2449489838e-14 1.9421895206e-14 -5.9056695444e-15
 745 3.0662569310e-10 3.7907584149e-12 -1.7968807522e-11 1.2467994597e-14 1.9326847323e-14 -5.9026815480e-15
 746 3.0780017629e-10 3.7559489420e-12 -1.7965521031e-11 1.2486601597e-14 1.9232379953e-14 -5.8994274618e-15
 747 3.0897158028e-10 3.7209481006e-12 -1.7957303028e-11 1.2505308000e-14 1.9138487731e-14 -5.8959195109e-15
 748 3.1013928799e-10 3.6857730757e-12 -1.7944137805e-11 1.2524110929e-14 1.9045165171e-14 -5.8921700653e-15
 749 3.1130269896e-10 3.6504409051e-12 -1.7926015074e-11 1.2543007398e-14 1.8952407114e-14 -5.8881882660e-15
 750 3.1246129830e-10 3.6149674716e-12 -1.7902945912e-11 1.2561994078e-14 1.8860210114e-14 -5.8839698291e-15
 751 3.1361458904e-10 3.5793684928e-12 -1.7874947125e-11 1.2581067525e-14 1.8768571078e-14 -5.8795070439e-15
 752 3.1476206935e-10 3.5436598529e-12 -1.7842036004e-11 1.2600224252e-14 1.8677486819e-14 -5.8747921297e-15
 753 3.1590323258e-10 3.5078576039e-12 -1.7804230329e-11 1.2619460729e-14 1.8586954050e-14 -5.8698172351e-15
 754 3.1703756717e-10 3.4719779660e-12 -1.7761548363e-11 1.2638773381e-14 1.8496969387e-14 -5.8645744384e-15
 755 3.1816455670e-10 3.4360373279e-12 -1.7714008864e-11 1.2658158591e-14 1.8407529347e-14 -5.8590557471e-15
 756 3.1928367983e-10 3.4000522475e-12 -1.7661631078e-11 1.2677612700e-14 1.8318630351e-14 -5.8532530973e-15
 757 3.2039441033e-10 3.3640394525e-12 -1.7604434748e-11 1.2697132003e-14 1.8230268717e-14 -5.8471583542e-15
 758 3.2149621699e-10 3.3280158411e-12 -1.7542440112e-11 1.2716712752e-14 1.8142440665e-14 -5.8407633113e-15
 759 3.2258856371e-10 3.2919984820e-12 -1.7475667904e-11 1.2736351154e-14 1.8055142316e-14 -5.8340596905e-15
 760 3.2367090938e-10 3.2560046155e-12 -1.7404139360e-11 1.2756043374e-14 1.7968369689e-14 -5.8270391417e-15
 761 3.2474270792e-10 3.2200516540e-12 -1.7327876217e-11 1.2775785531e-14 1.7882118703e-14 -5.8196932425e-15
 762 3.2580340828e-10 3.1841571822e-12 -1.7246900716e-11 1.2795573700e-14 1.7796385175e-14 -5.8120134984e-15
 763 3.2685245437e-10 3.1483389580e-12 -1.7161235603e-11 1.2815403912e-14 1.7711164821e-14 -5.8039913422e-15
 764 3.2788928508e-10 3.1126149126e-12 -1.7070904130e-11 1.2835272152e-14 1.7626453255e-14 -5.7956181336e-15
 765 3.2891333428e-10 3.0770031518e-12 -1.6975930063e-11 1.2855174362e-14 1.7542245988e-14 -5.7868851597e-15
 766 3.2992403074e-10 3.0415219558e-12 -1.6876337674e-11 1.2875106437e-14 1.7458538428e-14 -5.7777836340e-15
 767 3.3092079821e-10 3.0061897801e-12 -1.6772151752e-11 1.2895064227e-14 1.7375325881e-14 -5.7683046965e-15
 768 3.3190308732e-10 2.9710245490e-12 -1.6663401605e-11 1.2915043577e-14 1.7292603936e-14 -5.7584421659e-15
 769 3.3287047239e-10 2.9360415202e-12 -1.6550133163e-11 1.2935040434e-14 1.7210369648e-14 -5.7482008526e-15
 770 3.3382255645e-10 2.9012553806e-12 -1.6432397111e-11 1.2955050741e-14 1.7128620376e-14 -5.7375884031e-15
 771 3.3475893941e-10 2.8666809501e-12 -1.6310244905e-11 1.2975070398e-14 1.7047353400e-14 -5.7266125620e-15
 772 3.3567921806e-10 2.8323331824e-12 -1.6183728778e-11 1.2995095261e-14 1.6966565919e-14 -5.7152811729e-15
 773 3.3658298603e-10 2.7982271646e-12 -1.6052901740e-11 1.3015121140e-14 1.6886255050e-14 -5.7036021786e-15
 774 3.3746983381e-10 2.7643781183e-12 -1.5917817582e-11 1.3035143805e-14 1.6806417830e-14 -5.6915836209e-15
 775 3.3833934873e-10 2.7308013998e-12 -1.5778530879e-11 1.3055158980e-14 1.6727051213e-14 -5.6792336417e-15
 776 3.3919111493e-10 2.6975125005e-12 -1.5635096991e-11 1.3075162345e-14 1.6648152071e-14 -5.6665604829e-15
 777 3.4002471340e-10 2.6645270472e-12 -1.5487572069e-11 1.3095149535e-14 1.6569717195e-14 -5.6535724868e-15
 778 3.4083972193e-10 2.6318608027e-12 -1.5336013055e-11 1.3115116141e-14 1.6491743290e-14 -5.6402780964e-15
 779 3.4163571510e-10 2.5995296659e-12 -1.5180477685e-11 1.3135057712e-14 1.6414226980e-14 -5.6266858560e-15
 780 3.4241226430e-10 2.5675496726e-12 -1.5021024493e-11 1.3154969747e-14 1.6337164806e-14 -5.6128044110e-15
 781 3.4316893771e-10 2.5359369957e-12 -1.4857712813e-11 1.3174847705e-14 1.6260553223e-14 -5.5986425089e-15
 782 3.4390530026e-10 2.5047079455e-12 -1.4690602782e-11 1.3194686997e-14 1.6184388604e-14 -5.5842089992e-15
 783 3.4462091368e-10 2.4738789703e-12 -1.4519755342e-11 1.3214482990e-14 1.6108667237e-14 -5.5695128338e-15
 784 3.4531533644e-10 2.4434666567e-12 -1.4345232245e-11 1.3234231007e-14 1.6033385323e-14 -5.5545630674e-15
 785 3.4598812375e-10 2.4134877301e-12 -1.4167096051e-11 1.3253926322e-14 1.5958538981e-14 -5.5393688579e-15
 786 3.4663882757e-10 2.3839590549e-12 -1.3985410137e-11 1.3273564168e-14 1.5884124243e-14 -5.5239394665e-15
 787 3.4726703333e-10 2.3548966083e-12 -1.3800240095e-11 1.3293139885e-14 1.5810137385e-14 -5.5082828043e-15
 788 3.4787247083e-10 2.3263123784e-12 -1.3611657969e-11 1.3312649406e-14 1.5736575923e-14 -5.4924010404e-15
 789 3.4845490536e-10 2.2982174096e-12 -1.3419738103e-11 1.3332088784e-14 1.5663437636e-14 -5.4762949130e-15
 790 3.4901410118e-10 2.2706228238e-12 -1.3224555750e-11 1.3351454034e-14 1.5590720235e-14 -5.4599651760e-15
 791 3.4954982149e-10 2.2435398211e-12 -1.3026187080e-11 1.3370741135e-14 1.5518421366e-14 -5.4434125991e-15
 792 3.5006182845e-10 2.2169796799e-12 -1.2824709177e-11 1.3389946029e-14 1.5446538606e-14 -5.4266379677e-15
 793 3.5054988316e-10 2.1909537570e-12 -1.2620200046e-11 1.3409064623e-14 1.5375069466e-14 -5.4096420833e-15
 794 3.5101374567e-10 2.1654734879e-12 -1.2412738615e-11 1.3428092785e-14 1.5304011388e-14 -5.3924257632e-15
 795 3.5145317497e-10 2.1405503869e-12 -1.2202404738e-11 1.3447026346e-14 1.5233361746e-14 -5.3749898407e-15
 796 3.5186792899e-10 2.1161960475e-12 -1.1989279195e-11 1.3465861102e-14 1.5163117848e-14 -5.3573351653e-15
